Input,Predicted,Actual
Abá angaîpá-nhemima i kuapare'yma supé mombegûabo,<extra_id_0>,Contando os pecados escondidos de alguem para quem nao os conhece
Aîapó minga'u,<extra_id_0>,Faco mingau
"""Osó ipó re'a"" a'é",<extra_id_0>,Presumo que ele deve ter ido
"A'ereme karaibebé ruri, te'õmbûera renõîa, mimbygûasu pŷabo",<extra_id_0>,Entao os anjos virao chamando os mortos tocando trombetas
y-katu,<extra_id_0>,aguas tranquilas bonanca
I pytũ-pytun 'ara,<extra_id_0>,O dia esta muito escuro como que para chover
Turusueté - Ele é maior I porangeté,<extra_id_0>,Ele e mais bonito
Nyn-nyng a'é,<extra_id_0>,Estou a latejar
Kó nhõ anosẽ îepé moxy suí,<extra_id_0>,Na verdade somente estas retirei dos malditos
Oîopobaî aîar,<extra_id_0>,Tomei-o com ambas as maos
A'ereme îasytatá o apakuîamo,<extra_id_0>,Entao as estrelas cairao completamente
Osekyî kunhã maîé Karûara,<extra_id_0>,Invocam as mulheres o paje Caruara
I abaí xebo sa'anga,<extra_id_0>,dificil para mim tenta-los
seremirekoe'õba'e,<extra_id_0>,o que e viuvo o viuvo
Xe pungá,<extra_id_0>,Eu estou inchado
anhẽ ruãp'anhẽ,<extra_id_0>,mas de verdade
Abá rokype erekûá?,<extra_id_0>,Na casa de quem passaste
Aîkó,<extra_id_0>,Eis-me aqui eis que aqui estou
Tera'ute oú,<extra_id_0>,Ah se viesse
Xe resaraîpotar,<extra_id_0>,Eu sou esquecidico
"Pe ramỹîa pabẽ rakó îase'o rerekóû, îemoingeabo",<extra_id_0>,Vossos avos todos com pranto estavam recolhendo-se
ikó-te,<extra_id_0>,este outro e nao ele
Abápe aîpoba'e oîaby?,<extra_id_0>,Quem aquele mandamento transgride
"Asé aîpó i me'engymbyra supé ""Tupã potaba"" i 'éû?",<extra_id_0>.,A gente diz quinhao de Deus para aquilo que e dado
Te'yîpe memẽ nhẽ ixé aporombo'e,<extra_id_0>,Sempre eu ensinei publicamente as pessoas
Tupã-eté rerobîara îaîporaká xe ybỹîa,<extra_id_0>,A crenca no Deus verdadeiro encheu meu interior
Aîopoî ahẽ so'o pupé,<extra_id_0>,Reparti com ele a carne
O îoasykûera ri îasûaramo i îogûerekóû,<extra_id_0>,Eles se tratam uns aos outros como semelhantes por causa de sua irmandade
Aîkó-angaîpab,<extra_id_0>,Ajo velhacamente
A'e ipó oîmoarybé-ukar xe suí,<extra_id_0>,Ele certamente faz tirar-lhe o efeito de mim
-Oîerokype asé Cruz supé? -Oîeroky -A gente se inclina junto à cruz?,<extra_id_0>,Inclina-se
Tieté kó angaîpaba maniîabo mã! Tieté kó ahẽ maniîabomã!,<extra_id_0>,Ah que mau e o pecado Que mau que e fulano
Asó xe ruba rapépe,<extra_id_0>,Vou ao caminho de meu pai
Xe ate'ẽ,<extra_id_0>,Manquejo
"Ereîkuakupe nde angaîpaba amõ abaré suí, senotĩamo nhẽ?",<extra_id_0>,Escondeste algum pecado teu do padre envergonhando-te dele
Osapirõ-n'asé og uba o sy kanhemagûera,<extra_id_0>,Ha de prantear a gente o desaparecimento de seu pai e de sua mae
Na xe raûsupeî,<extra_id_0>! <extra_id_10>!,Nao por me amar
abá-tekokuabe'ymusu,<extra_id_0>,homem parvoeirao ignorantao
"Ogûerasó amõ okusupe seroîkŷabo, a'epe maranaritekoaratã reŷnhanga sesé",<extra_id_0>,Levaram-no para um certo palacio fazendo-o entrar reunindo soldados fortes ali por sua causa
aani xûé ko'yténe,<extra_id_0>,nunca mais
Nd'e'ikatu angáî-tepe asé abá rekó-nhemima mombegûabo?,<extra_id_0>,Mas nao pode a gente de modo nenhum contar o procedimento oculto de alguem
Santa Maria o membyrá-kakara omo'ã-mo'ang,<extra_id_0>,Santa Maria esta pensando na aproximacao de seu parto
pó-ky'a,<extra_id_0>,fibras sujas
Mamõ serã xe sóûne?,<extra_id_0>,Para onde sera que eu irei
Eîmoting nde rekopûera!,<extra_id_0>,Enjoa-te de teu velho modo de ser
Xe rekombegûé,<extra_id_0>,Eu sou molengao
Xe pópe arekó-katu,<extra_id_0>,Em minhas maos bem os tenho
Xe ro'o-piring,<extra_id_0>! <extra_id_10>!,Tenho a carne arrepiada
nhemosaraîxûera,<extra_id_0>,gozador brincalhao zombeteiro
Apŷaba eresepenhãne,<extra_id_0>,Os indios atacaras
metarapûá,<extra_id_0>.,pedra de beico pontuda
"I xupé ogûeru îetanongabamo itaîuba, ysykatã syapûãba'e, mirra",<extra_id_0>.,Para ele trouxeram como oferendas ouro resina dura que recende isto e incenso e mirra
"Nde morerekoar xe ri, nde pó gûyrype xe nonga",<extra_id_0>,Se tu guardiao de mim sob tuas maos colocando-me
Tamũîa omombab erimba'e,<extra_id_0>,Destruiu outrora os tamoios
"Anhandu beémo erimba'e angûama mã, pe 'erama purûabo!",<extra_id_0>,Ah se eu tivesse percebido outrora isso praticando o que dizieis
O mba'e-katupabẽ îarama,<extra_id_0>,Futuro senhor de suas muitissimas riquezas
N'oîeruré-pytubari Tupã supé ogûenosemarûera resé,<extra_id_0>,Nao se cansam de pedir a Deus pelos que os resgataram
Aîmomara'ar,<extra_id_0>,Faco-o doente
"A'epe o mena koîpó o emirekó mũetéramo sekó mombe'ue'yma, marã?",<extra_id_0>.,E nao confessando ser parente de fato de seu marido ou de sua esposa que acontece
Na xe poropoûsubi,<extra_id_0>,Eu nao sou medroso
"Serapûan kó mosakara, i kaûĩgûasuba'e",<extra_id_0>,Sao famosos esses mocacaras que sao uns beberroes
O tupãnamo ta xe rerekó,<extra_id_0>,Que me tratem como a seu proprio deus
Tenhẽngatupabẽ osykyî i xupé,<extra_id_0>,Muitissimas lorotas invocaram contra ele
"Peîori, perasó muru, supi îandé ratápe sapeka, i monga'ẽmo",<extra_id_0>.,Vinde levai os malditos erguendo-os para sapeca-los em nosso fogo moqueando-os
okarype,<extra_id_0>.,fora na rua
"oporomoaîu oîkóbo, oporomotekokuabe'yma",<extra_id_0>,Esta molestando as pessoas fazendo-as cair em erro
"Oú tenhẽ xe pe'abo ""abaré"" 'îaba",<extra_id_0>,Vem em vao para me afastar os ditos padres
"Nde pópe ogûapyka, osó kunumĩ",<extra_id_0>,Em tuas maos sentando-se vai o menino
Marãpe xe ri erepûá?,<extra_id_0>,Por que bates em mim
Îandé aíba t'oîpe'a,<extra_id_0>,Que afaste nossa maldade
N'osaûsubaripe Tupã amõ abá îeapykaba'erama resé?,<extra_id_0>,Nao se compadeceu Deus de alguem por causa dos que descenderiam dele
Aporoîuká,<extra_id_0>,Mato gente
Mba'epe te'õ?,<extra_id_0>,Que e a morte
Xe abá-aîbĩ anhẽ,<extra_id_0>! <extra_id_10>!,Eu sou um misero indio de fato
Apore'ym,<extra_id_0>,Dou de beber as pessoas
membyre'yma,<extra_id_0>,a sem-filhos a femea esteril
T'oîese'ar-y berame'ĩ oîepekaturamo,<extra_id_0>,Que parecam juntar-se como um so
Oré py'a-pyk,<extra_id_0>,Oprime-nos o coracao
Mba'e-memûãngatupabẽ resé i îekosubyne,<extra_id_0>,Muitissimas coisas mas eles acharao
Asembe'y-kytĩ,<extra_id_0>,Aparei-o
Xe 'é îasûaramo n'aé,<extra_id_0>,Como se eu dissesse
"Opor-oporĩ, Îesu o îarĩ kuapa aûnhenhẽ",<extra_id_0>.,Ficou saltando reconhecendo imediatamente Jesus seu senhorzinho
Xe abá niã ixé,<extra_id_0>,Eis que eu sou homem
"Ave Maria, graça resé tynysemba'e",<extra_id_0>,Ave Maria a que esta cheia de graca
Paranã rupi agûatá,<extra_id_0>,Segui pelo mar em navio 'Y rupi aguata - Andei pelo rio de barco
Aîpó tera xe arõana,<extra_id_0>,Esse nome e o que me convem
xe ruba xe monhangara,<extra_id_0>,meu pai o que me gerou para nao haver confusao com outros parentes que tambem eram chamados tuba
Tupã sy opabenhẽ mba'e oîkuab oîkóbo,<extra_id_0>,A mae de Deus esta sabendo todas as coisas
kaûĩ xe renotara,<extra_id_0>,o cauim que e preparado para meu recebimento
I angaturama nhẽ oîrumõ-rumõ,<extra_id_0>,Fica aumentando sua bondade
Esendu,<extra_id_0>.,Ouve
Xe abé iî ybõmbyrûera Bastião xe moaûîé N'i tybi xe abaetepûera,<extra_id_0>.,A mim tambem o flechado Bastiao derrotou-me Nao existe mais minha antiga bravura
Xe rypab,<extra_id_0>,Eu seco
-Nde regûyrõpe nde agûasá resé?,<extra_id_0>,Tu tiveste excitacao com teu amante
Nde resé memẽ oroîkó,<extra_id_0>,Contigo sempre estou
Îori anhanga mondyîa,<extra_id_0>,Vem para espantar o diabo
Oîoapyri oroîkó itá resé,<extra_id_0>,Estamos nos ferros ao pescoco um do outro isto e estamos presos nos ferros um ao pescoco do outro
Iîabaíbeté nhẽ rakó asé atá mysakanga,<extra_id_0>,Sao muito molestos certamente os tropecos de nossa caminhada
"Opá xe uba îesyî, oîemoatãmo",<extra_id_0>,Ambas as minhas coxas tremem endurecendo
Nde resá-poropotápe amõ resé ema'ẽmo?,<extra_id_0>.,Tu tens olhos concupiscentes olhando para alguem
Pytunusupe émo i xóûmo,<extra_id_0>,Para uma grande escuridao e que iriam
A'e ipó Tupã n'omoangaturami,<extra_id_0>,Esses na verdade nao honram a Deus
Asó nhẽ,<extra_id_0>.,Vou por ir sem algum fim
"kûesé-té'ĩ, kûesé-té'ĩ-mbyryb, kûesé-té'ĩbé, kûesé-bé'ĩ, kûesé-pyryb",<extra_id_0>',ha bem pouco tempo agora ha pouco agorinha mesmo
Tupã oîmonhyrõ o îoupé setá nhẽ seîxutatá tekoangaîpaba repy-mondykápe,<extra_id_0>,Fazem aplacar a Deus a si mesmos ao eliminarem a divida dos pecados de muitos anos
Anhopan,<extra_id_0>,Aparei-o
nhũasyma,"<extra_id_0>.,ловна <extra_id_12>",campo limpo
Sugûy turusu,<extra_id_0>,Seu sangue era muito
momorandupara,<extra_id_0>,o que informa o que avisa
"I aysó, nipó, îasy, og obagûasu reru",<extra_id_0>,formosa certamente a lua vindo com sua grande face
Aporokuaukar,<extra_id_0>,Delato gente
"Nama'eruã oîmonhang asé 'angamo, o nhe'enga pupé é i monhangi",<extra_id_0>,Do nada fez nossa alma com sua palavra e que ele a fez
"Aûîé! Anhe'eng, Saraûaî!",<extra_id_0>,Basta Falo eu Sarauaia
Eîmondeb itangapema surupe,<extra_id_0>,Poe a espada na bainha dela
Mba'epoxy koty onhe'engaíbamo,<extra_id_0>,Dizendo palavras mas acerca de coisas nojentas
Tupã syrama ri i monhangymbyra…,<extra_id_0>,Para ser a futura mae de Deus ela foi feita
Opakatu xe rembiara xe pó suí serasóû,<extra_id_0>,Todas as minhas presas de minhas maos as levou
ybykûab,<extra_id_0>,produtivo de bom rendimento
"Anhanga pe'abo, te'õ resebé",<extra_id_0>,Afastando o diabo assim como a morte
O boîáramo pe rari,<extra_id_0>,Como seus discipulos receberam-vos
Nd'îasóî xûé-tepemo ybakype se'õe'ỹmemo?,<extra_id_0>,Mas nao iriamos para o ceu se ele nao morresse
"I xy i aso'ikatûabo, oîopîá ro'y suí",<extra_id_0>,Sua mae cobrindo-o bem defende-o do frio
Soby,<extra_id_0>.,Ele e azul
Anhanga sumarã,<extra_id_0>,inimiga do diabo
Morubixaba mondá îaînambi-'okukar,<extra_id_0>,O juiz mandou desorelhar o ladrao
Lisboa akûeakoty,<extra_id_0>.,para alem de Lisboa
"Mondarõ, nhe'engaíba, mo'ema nde resemõ",<extra_id_0>,Ladroeira palavras ruins mentiras sobejavam-te
Mba'e resé o nhemoma'enduaragûera a'epe onhenosẽne,<extra_id_0>,Suas antigas lembrancas das coisas ai se retirarao
"Eresabeyporype kaûĩ suí, 'ara mokanhema?",<extra_id_0>,Ficaste bebado de cauim perdendo o juizo
I angaturãngatu moeburusûabo,<extra_id_0>,Sua muita bondade engrandecendo
Mamõpe ybŷá Îandé Îara rerobasemi ko'yté?,<extra_id_0>,Aonde chegaram com Nosso Senhor enfim
xe îara re'õ renõîa,<extra_id_0>,Evocando a morte de meu Senhor
Eîmbo'ekatu xe 'anga t'oîkuab ybaka piara,<extra_id_0>,Ensina bem minha alma para que conheca o caminho do ceu
itagûasutyba,<extra_id_0>,jazimento de pedras grandes penedia
"Otĩ kûarasy osema, nde beraba robaké",<extra_id_0>,Envergonha-se o sol de nascer diante de teu brilho
"Apŷaba, gûaîbĩ, kunhãne, ko'arapukuî xe rembiá",<extra_id_0>,Homens velhas mulheres sempre serao minhas presas
Aîapeaob,<extra_id_0>,Forrei-o
Ne'ĩ serasóbo ko'yté,<extra_id_0>,Ora ja agora leve-o
xe akanga moîegûaka,<extra_id_0>,enfeitando minha cabeca
y-e'ẽ,<extra_id_0>,agua salgada do mar
Aîmomoxy pabenhẽ,<extra_id_0>,Arruinei a todos
Xe py-ambugûasu,<extra_id_0>,Faco muito barulho ao andar
Xe moarûá Pa'i Tupã!,<extra_id_0>,Estorva-me o Senhor Deus
Aîmonhang-îeaseî,<extra_id_0>,Fi-lo rispidamente
Aîur ybaka suí îepi nhẽ pe pytybõmo,<extra_id_0>,Vim do ceu para vos ajudar sempre
Aîeaibok,<extra_id_0>.,Tirei o luto
Amõ kunhã suí i moingoébo,<extra_id_0>,Diferenciando-a das outras mulheres
"Marã e'ipe asé, karaibebé o arõana mongetábo?",<extra_id_0>,Que a gente diz conversando com o anjo seu guardiao
Aîpytasã-mondok,<extra_id_0>,Cortei seus nervos
"Tupã nhe'enga abŷagûera t'ereîmombe'u, apore'ymagûera béno",<extra_id_0>,Que confesses a transgressao da palavra de Deus a persistencia nisso tambem
"I Tupã irũmo bé kó seté rekóû, pesembûeri pupé bé gûetépe-katu re'a",<extra_id_0>,Eis que com seu corpo deve estar sua divindade nos pedacinhos tambem inteiramente
Xe u'ukûar,<extra_id_0>.,Eu arquejo
Aîekok sesé,<extra_id_0>,Encosto-me nele
sapopema,<extra_id_0>,raizes angulosas nome de lugar
Penhe'eng poxype pe îoupé?,<extra_id_0>,Falastes torpemente para vos mesmos
Ixé rakó,<extra_id_0>,Era eu
Xe îuru-bok,<extra_id_0>,Eu estou com a boca entreaberta
Aporoîaî - Escarneço das pessoas Aporoîá-roîaî,<extra_id_0>.,Fico escarnecendo das pessoas
ogûatápe oré rekyîa,<extra_id_0>,para seu fogo arrastando-nos
ãme,<extra_id_0>,em abrigo
Aîepoká,<extra_id_0>,Arrepiei-me
pitangamo onhemonhanga,<extra_id_0>,como crianca gerando-se
i i'yra → i'yra,<extra_id_0>,sobrinho dele
Aîapyrasab,<extra_id_0>,Saltei-o
îeîbeté,<extra_id_0>,bem cedo bem de madrugada
Oîerekoaíbeté xe akanga rasy xe suí,<extra_id_0>,Piorou muito a dor de minha cabeca
A'é sepîaka,<extra_id_0>,Vejo-o Com enfase Lit Acho-me vendo-o
Nde 'ekatu kó 'ara moapysyki,<extra_id_0>,Teu poder aquietou este mundo
Ebokûé asó,<extra_id_0>,Eis que vou
mokõî asé pó papasaba,<extra_id_0>,meios de contar das duas maos da gente isto e os dedos
Santa Maria o membyrá-kakara omo'ã-mo'ang,<extra_id_0>,Santa Maria esta supondo a aproximacao de seu parto
Anhenong gûitupa,<extra_id_0>,Estou-me recolhendo
Xe aseî arasó,<extra_id_0>,Nas minhas costas levei-o
Xe rendyîuî,<extra_id_0>,Eu espumei
T'aroŷrõngatu Anhanga,<extra_id_0>,Que eu deteste muito o diabo
N'i pori be'ĩ xe aîó,<extra_id_0>,Nao contem mais nada minha bolsa
Akambu,<extra_id_0>,Mamei
Aîepîar,<extra_id_0>,Escudo-me defendo-me
Aîakarãî,<extra_id_0>,Roi-o
Aîypymoín,<extra_id_0>,Comecei-o
"Xe îekyîme, t'ereîu",<extra_id_0>,Ao morrer eu que venhas
"Ereîanga'ope nde ruba, nde sy, nde ramũîa, nde aryîa?",<extra_id_0>,Vituperaste teu pai tua mae teu avo tua avo
Anhemoatypygûasu,<extra_id_0>,Inchei-me muito as bochechas
Emonãnamo serã Tupã îandé rubypy arukangûera nhẽ monhangi semirekó retéramo?,<extra_id_0>,Sera que e por isso que Deus transformou a costela de nosso pai primeiro no corpo de sua esposa
korite'ĩ-mbyryb,<extra_id_0>,agora ha pouco
Inaîagûasu apepûera amõ pupé i nhang'iré,<extra_id_0>,Apos verte-la dentro de alguma casca de coco
kûarasy-ro'y,<extra_id_0>,sol frio isto e sol encoberto tempo nublado
Osó ruãpe é?,<extra_id_0>,certo que foi
Kó taba pupé aîkó - Moro nesta aldeia Aîkó iké xe roka pupé - Moro aqui em minha casa Aîkó Pero irũnamo,<extra_id_0>,Moro com Pedro
yby-pytanga,<extra_id_0>,terra avermelhada barro
Apakaíb,<extra_id_0>,Levantei-me dormindo
Îusana abŷare'yma nhẽ serã tentação?,<extra_id_0>,Porventura a tentacao e algo semelhante a uma jucana
Asenõî apŷabetá,<extra_id_0>,Chamo os homens
i nhe'enga mombegûara,<extra_id_0>,o que proclama suas palavras
Abá ra'yrape ûĩ?!,<extra_id_0>,Filhos de quem eram esses
nhe'engasy,"<extra_id_0>.,ловна <extra_id_12>",palavra ruim
Ambyasybora poîa,<extra_id_0>,Alimentar os famintos
Iîá muru! I py'apûera xe potabamo t'oîkó,<extra_id_0>,Bem feito para o maldito Seus figados hao de ser minha porcao
Okakar kó xe rekoberama re'a,<extra_id_0>,Eis que se aproxima minha vida futura
"O ekó moasy riré, abá sóû îemombegûabo",<extra_id_0>,Apos arrependerem-se de seus atos os indios vao confessar-se
Nde rakypûera rupi t'osó xe 'anga îepi,<extra_id_0>,Por tuas pegadas ha de ir minh'alma sempre
Xe boîáramo pabẽ xe pópe arekó-katu,<extra_id_0>,Como meus suditos todos em minhas maos tenho-os bem
Abápe aîpoba'e oîmonhang erimba'e?,<extra_id_0>,Quem fez isso outrora
Maratekoara aé-amẽ ahẽ?,<extra_id_0>,Qual outro e guerreiro senao ele
y rapé,<extra_id_0>,rego d'agua
Oroîekunasab,<extra_id_0>,Estamos entrecruzados
Akûeî tabusu Îerusalém 'îaba pora mombebaûama kuapa nhẽ aîpó i 'éû,<extra_id_0>,Disse isso conhecendo o futuro esmagamento dos habitantes daquela cidade chamada Jerusalem
Na xe poranguî gûitekóbo,<extra_id_0>,Eu nao estou sendo fantasioso
Xe ruba rekobîara é re'ĩ,<extra_id_0>,Ha de ser o substituto de meu pai
Xe pokarugûar,<extra_id_0>,Eu sou habil
Tekopoxypûera tyma,<extra_id_0>,Enterrando os antigos vicios
Xe resangá - Eu sou chorão Abá-esangá,<extra_id_0>,homem choramigas
itaîu-kûara,<extra_id_0>,mina de ouro
Îandé moîeapykáû ikó 'ara pupé ranhẽ,<extra_id_0>,Multiplicou-nos neste mundo primeiro
Tupã nhe'enga morombo'esaba,<extra_id_0>,ensinamento da palavra de Deus
Aîkobé n'ixé sarõana,<extra_id_0>,Permaneco seu guardiao
Pesaûsu ra'upe pe pysyrõana?,<extra_id_0>,Sera que amais vosso salvador
"Aîpó îandé ratá gûyra porama, sapypyrama",<extra_id_0>,Aqueles serao os futuros habitantes do fundo do nosso fogo os que serao queimados
inimbó'i,<extra_id_0>,linha delgada para coser
Erimba'epe aîpó nde 'îaba ereîmopóne?,<extra_id_0>,Quando cumpriras isso que tu dizes
Aîpó nhõ-pipó nde rera?,<extra_id_0>,Esse somente e de fato teu nome
Xe pytubapûan,<extra_id_0>,Eu tenho folego apressado eu tenho muito folego
Anhagûã-nhagûãî,<extra_id_0>,Fico-o mastigando sem dentes
"Pitangĩ repîaka'upa, aîur xe roka suí",<extra_id_0>,Tendo saudades do nenenzinho vim de minha casa
Mokaba ogûeru tenhẽ,<extra_id_0>,Trouxeram polvora em vao
O me'engabeté pyky'yra koîpó tykera resé obykyba'e n'e'ikatuî omendá o me'engabeté resé tiruã,<extra_id_0>.,O que tocou na irma mais moca ou na irma mais velha de sua noiva verdadeira nao pode casar-se nem mesmo com sua noiva
a-tyrá-bebó,<extra_id_0>,cabelos arrepiados e desgrenhados
tekó poreaûsuba,<extra_id_0>! <extra_id_10>!,miserias da vida
N'aîkuabi a'e abá,<extra_id_0>,Nao conheco esse homem
Opûerab é ipó xe 'anga nde nhe'enga pupé nhote,<extra_id_0>,Sara mesmo minha alma apenas com tuas palavras
Peîmoín amõ cruz oîepé kó mara'abora robaké sesá ma'ẽndabamo,<extra_id_0>,Ponde uma cruz diante deste doente como objeto da visao de seus olhos
"Oîmoerapûan-y bé, o îurupe i momoxŷabo",<extra_id_0>,Tornam-nos famosos tambem em suas bocas vilipendiando-os
O memby-porangeté t'omoîerekûab orébo,<extra_id_0>,Que ela faca seu mui belo filho perdoar a nos
Xe îepykixûer,<extra_id_0>,Eu sou vingativo
mosanga moeîrabyîara,<extra_id_0>,remedio portador de cura
A'e rame'ĩpe ybŷá i py rerekóû itapygûá pupé i moîáno?,<extra_id_0>.,Semelhantemente a isso fizeram com seus pes pregando-os tambem com cravos
"Abá rokype erekûá tá, nhemim-y îanondé?",<extra_id_0>,Na casa de quem passaste tomando-as antes de te esconderes
Aîmoangaîbar,<extra_id_0>,Fi-lo emagrecer
E'u oîepé îuru nhote,<extra_id_0>,Toma um so trago
"T'orosaûsu îandé ruba, îandé monhangareté",<extra_id_0>,Que amemos nosso pai nosso verdadeiro criador
Nde nhy'ã nde i moatãnhẽe'ỹme,<extra_id_0>,Se tu nao endureceres teu coracao
Amba'e-ma'e'ĩ,<extra_id_0>,Vendi coisas
Aîerobîá xe îoesé,<extra_id_0>,Ensoberbeci-me acerca de mim mesmo
Aîmongy gûyrá-aba,<extra_id_0>,Untei as penas de passaro para me emplumar com elas
Ereîkópe abaré nde moingoaba rupi?,<extra_id_0>,Procedeste segundo a determinacao do padre a ti
mby piru'a,<extra_id_0>,calos dos pes
Typab,<extra_id_0>.,Ele secou
nha'ẽpesẽ-uba,<extra_id_0>,cinzas do alguidar da bacia feitas pelas chamas
kó rupi,<extra_id_0>,por aqui
Sobaké suí mbegûé-mbegûé i xóû oîeupi,<extra_id_0>,De diante deles ele foi aos poucos subindo
Ogûemimoîa'oka ogûa'yra pé ranhẽ onhe'enga,<extra_id_0>,Falando primeiro a seus filhos que divide isto e os bons dos maus
Amba'e-'u nde suí,<extra_id_0>,Como sem ti
Ikatupe nhẽpe sekóû te'yîpe?,<extra_id_0>,Estava ele despido sem mais em publico
Xe resá-ting,"<extra_id_0>.,ловна <extra_id_12>",Eu tenho olhos claros
Aka'agûyrok,<extra_id_0>.,Roco a mata
Penheangerekó amõ 'ara pupé te'õ pe rokena motaka turagûama resé é,<extra_id_0>,Pensai que algum dia a morte vira para bater em vossas portas
Mo'yrobyeté sepîakypyre'yma,<extra_id_0>,Colares azuis nao vistos ainda
Myatã ogûeru,<extra_id_0>,Trouxe a coragem
"Tupã rendabeté, Tupã raîyra",<extra_id_0>,Verdadeira morada de Deus filha de Deus
xe ruba xe mba'eme'engaba,<extra_id_0>,o patrimonio dado a mim por meu pai
"Tatá nde arõeté, i pupé t'ereîesy",<extra_id_0>,O fogo te convem verdadeiramente para que nele te asses
A'epe marã abá rekóû a'e o esaraîagûera supé ogûasemane?,<extra_id_0>.,E como alguem procedera encontrando aquilo que esqueceu
Iî aeté - Ele é fino Xe aeté,<extra_id_0>,Eu sou fino
Eîeapirõ!,<extra_id_0>,Lamenta-te
inaîagûasu apepûera amõ pupé i nhang'iré,<extra_id_0>,apos verte-la dentro de alguma casca de coco
Nd'e'i ymûanĩ ahẽ i îukábo,<extra_id_0>,Muito devagar ele o mata lit nao se mostra ele finalmente matando-o
Marãpe nde rera?,<extra_id_0>,Qual e teu nome
Xe 'angaingaíb,<extra_id_0>,Eu sou ou estou doido
Oré pysyrõ îepé,<extra_id_0>,Livra-nos tu
"Îaîpó-asá-sá i py resebé, krusá sosé nhẽ xe Îara moîá",<extra_id_0>,Atravessam suas maos assim como seus pes sobre a cruz pregando meu Senhor
A'u temõ mba'eaíba mã a'emo nhẽ xe re'õû,<extra_id_0>,Ah quem me dera comer veneno para que eu morresse
Serobîasare'yma potyrõû iî ybõîybõmo,<extra_id_0>,Os que nao acreditavam nele trabalharam em conjunto ficando a flecha-lo
"Asykyîé, aryryî!",<extra_id_0>,Tenho medo tremo
"O angaîpaba moasŷabo, seroîasegûabo",<extra_id_0>,Arrependendo-se de seus pecados deplorando-os
Marãeté'ĩ ra'umope amõ Anhanga ratá pora rekóû ikó 'ara pupé oîepé îasy Tupã ebanoĩ suí o moingobérememo?,<extra_id_0> resume:,Como sera que um habitante do inferno viveria neste mundo se Deus o fizesse viver fora dali um mes
"Oîabo asé santos 'ara kuabi, oîabo bé asé i kangûerĩ tiruã momba'etéû, o aîuri serekóbo",<extra_id_0>.,Assim como a gente reconhece o dia dos santos do mesmo modo tambem ate mesmo seus ossinhos a gente cultua tendo-os no pescoco
"- Nde rasẽ, eîeapirõ!",<extra_id_0>,Grita tu lamenta-te
Ty-pab,<extra_id_0>.,Ele tem a agua esgotada
Mokõî oîoirundyk oito 'ara sykeme i 'apira mondoki,<extra_id_0>,Ao chegar o oitavo dia cortaram seu prepucio
xe rendybaá-tinga,<extra_id_0>,minha barba branca
"Ereîmoarûabeté ã nde rekó, i moabaípa",<extra_id_0>,Eis que estorvas muito tua vida dificultando-a
Agûasem,<extra_id_0>.,Cheguei por terra
"Aîpó saûsukatupyra, aîpó anhẽ",<extra_id_0>,Isso e que deve ser bem amado isso verdadeiramente
Moka'ẽ itá îurá 'arybo sesyri,<extra_id_0>,Sobre grelhas de moquear de ferro assaram-no
Xe apysy-katu sekoápe,<extra_id_0>,Estava muito satisfeito na morada deles
Xe mopyatã îepé,<extra_id_0>,Faze-me tu valente
Asó temõ ybakype mã!,<extra_id_0>,Ah quem me dera eu fosse para o ceu
Xe resaoby,"<extra_id_0>.,ловна <extra_id_12>",Eu tenho catarata
"Peîori, perasó muru, supi, îandé ratápe sapeka, saîmbé-katûabo",<extra_id_0>.,Vinde levai os malditos erguendo-os para sapeca-los em nosso fogo tostando-os bem
Nd'e'i te'e moxy keteté abá ropenhana,<extra_id_0>,Olhe bem que por isso mesmo o maldito ataca o homem
Opá nde reté raíri itatîãîa pupé,<extra_id_0>,Riscaram todo o teu corpo com ferro pontiagudo
Xe xe 'anga aîmomoxy,<extra_id_0>,Eu enfeio minh'alma
kapi'ĩ-pururuka,<extra_id_0>,capim que fica estalando junco
O aobusu mondoró-ndoroka,<extra_id_0>,Suas tunicas ficando a rasgar
Marangoty-pakó xe rekopûera é?,<extra_id_0>,Em que direcao eram pois meus atos passados
T'oîese'ar-y berame'ĩ oîkóbo,<extra_id_0>,Vivendo como se estivessem unidos
Opabenhẽ gûá sóû îebyîebybo,<extra_id_0>,Todos vao em procissao
Aybysosok,<extra_id_0>,Fiz taipa de pilao
O pytumimbykamo nhẽ nhemongaraibypyre'yma 'anga rekóû,<extra_id_0>,Muito escura e a alma do que nao e batizado
Osapîá-katupe kunhã o mena tekó-katu resé o pûaîme?,<extra_id_0>.,Obedece bem a mulher a seu marido ao encarrega-la de boas coisas
O angaîpabamo,<extra_id_0>,Sendo mau
kóbo,<extra_id_0>,por aqui
sara,<extra_id_0>.,espiga dele
Osó kó 'ara pupé,<extra_id_0>,Vai neste dia
Y pytera asopenhan,<extra_id_0>,Fui ao encontro do meio das aguas isto e para o alto-mar
S Pedro itangapema osekyî,<extra_id_0>,Sao Pedro puxou a espada
Og uba anhõpe abá osapîá?,<extra_id_0>,A seu pai somente o homem obedece
Erepo'ẽpe nde rapixara rapupé resé?,<extra_id_0>,Meteste a mao nas partes erogenas de teu proximo
-Nde nhe'engapaparaípe mba'epoxy resé nde ma'enduaramo?,<extra_id_0>,Tu foste gabola lembrando-te de coisas mas
gûitekóbo,<extra_id_0>,estando eu
apé-'yba,<extra_id_0>,pau do casco da canoa
