Input,Predicted,Actual
cabelos arrepiados e desgrenhados,<extra_id_0>: <extra_id_9>icha်on,a-tyrá-bebó
miserias da vida,<extra_id_0>қизητηissementodendronanishaected,tekó poreaûsuba
Nao conheco esse homem,<extra_id_0>icularesဳ႑stitution,N'aîkuabi a'e abá
Sara mesmo minha alma apenas com tuas palavras,<extra_id_0>.nýtç <extra_id_33> <extra_id_49> <extra_id_30> <extra_id_33> <extra_id_48>r <extra_id_1> <extra_id_8> <extra_id_9>syk <extra_id_35>shortDescription <extra_id_9> <extra_id_32> <extra_id_27>,Opûerab é ipó xe 'anga nde nhe'enga pupé nhote
Ponde uma cruz diante deste doente como objeto da visao de seus olhos,<extra_id_44> <extra_id_0>లకుപ്യεμιутор <extra_id_50> <extra_id_45> <extra_id_51> <extra_id_56>مشخصاتStatenosító,Peîmoín amõ cruz oîepé kó mara'abora robaké sesá ma'ẽndabamo
Tornam-nos famosos tambem em suas bocas vilipendiando-os,<extra_id_0> pararTZXJ <extra_id_11> <extra_id_39>- famos ,"Oîmoerapûan-y bé, o îurupe i momoxŷabo"
Que ela faca seu mui belo filho perdoar a nos,<extra_id_0>,O memby-porangeté t'omoîerekûab orébo
Eu sou vingativo,<extra_id_0> износსტერおしゃれでfoten <extra_id_1>,Xe îepykixûer
remedio portador de cura,<extra_id_0>,mosanga moeîrabyîara
Semelhantemente a isso fizeram com seus pes pregando-os tambem com cravos,<extra_id_0>го <extra_id_52> nød,A'e rame'ĩpe ybŷá i py rerekóû itapygûá pupé i moîáno?
Na casa de quem passaste tomando-as antes de te esconderes,スタاتفاق,"Abá rokype erekûá tá, nhemim-y îanondé?"
Fi-lo emagrecer,dent <extra_id_51>හරátil <extra_id_9>ематhasOwnProperty <extra_id_51>,Aîmoangaîbar
Toma um so trago,<extra_id_0>n <extra_id_51>.аббvölאוזesnič落と,E'u oîepé îuru nhote
Que amemos nosso pai nosso verdadeiro criador,<extra_id_0> esponderEliminar)ificio,"T'orosaûsu îandé ruba, îandé monhangareté"
Se tu nao endureceres teu coracao,<extra_id_0>lalgasy  <extra_id_30>tome,Nde nhy'ã nde i moatãnhẽe'ỹme
Vendi coisas,<extra_id_0>tamenicideзначитægtㄔXzFf,Amba'e-ma'e'ĩ
Ensoberbeci-me acerca de mim mesmo,<extra_id_0> <extra_id_12>  <extra_id_13>,Aîerobîá xe îoesé
Untei as penas de passaro para me emplumar com elas,<extra_id_0>Quartos <extra_id_1>,Aîmongy gûyrá-aba
Procedeste segundo a determinacao do padre a ti,<extra_id_0>loš straff苁,Ereîkópe abaré nde moingoaba rupi?
calos dos pes,<extra_id_0>as Resume <extra_id_21>цкого Nosיומရိယာ՞icide,mby piru'a
Ele secou,<extra_id_0> <extra_id_10>mester,Typab
cinzas do alguidar da bacia feitas pelas chamas,<extra_id_0>: törer: <extra_id_52>издан <extra_id_49> <extra_id_53>pensaaccessible,nha'ẽpesẽ-uba
por aqui,<extra_id_0> <extra_id_33>sAAOSw <extra_id_55> <extra_id_44>налоги koskepensa <extra_id_33> <extra_id_52>,kó rupi
De diante deles ele foi aos poucos subindo,<extra_id_0>s agrado,Sobaké suí mbegûé-mbegûé i xóû oîeupi
Falando primeiro a seus filhos que divide isto e os bons dos maus,<extra_id_0>  <extra_id_56>хидрат,Ogûemimoîa'oka ogûa'yra pé ranhẽ onhe'enga
Como sem ti,cieli⎙ <extra_id_51> <extra_id_31>,Amba'e-'u nde suí
Estava ele despido sem mais em publico,<extra_id_0>  <extra_id_28> ෝරруг,Ikatupe nhẽpe sekóû te'yîpe?
Eu tenho olhos claros,<extra_id_0>.' <extra_id_31>껍ritse <extra_id_27>lytte神経 <extra_id_27>იდრ,Xe resá-ting
Roco a mata,<extra_id_0> s   ...0=,Aka'agûyrok
Pensai que algum dia a morte vira para bater em vossas portas,<extra_id_0> a𓆡оглашiemampo,Penheangerekó amõ 'ara pupé te'õ pe rokena motaka turagûama resé é
Colares azuis nao vistos ainda,<extra_id_0>òl,Mo'yrobyeté sepîakypyre'yma
Trouxe a coragem,、【ぐれ坦-瘖⸢ <extra_id_29>elhoವಣmůлоге,Myatã ogûeru
Verdadeira morada de Deus filha de Deus,<extra_id_0> legadoզբ懦Ringtoneпредвидಣ್nfoEnsembl,"Tupã rendabeté, Tupã raîyra"
o patrimonio dado a mim por meu pai,<extra_id_0> acontece Á EM sso Compreu坞,xe ruba xe mba'eme'engaba
O fogo te convem verdadeiramente para que nele te asses,<extra_id_0> a <extra_id_9>,"Tatá nde arõeté, i pupé t'ereîesy"
E como alguem procedera encontrando aquilo que esqueceu,quiri <extra_id_3> <extra_id_33>XzFf榇 <extra_id_45> <extra_id_40> <extra_id_1>,A'epe marã abá rekóû a'e o esaraîagûera supé ogûasemane?
Eu sou fino,"<extra_id_0>e,-- e sou...: flexbox eu: eu  <extra_id_1> -:) <extra_id_5>  <extra_id_1> eu:  ’яе,s ต้อนรับ",Iî aeté - Ele é fino Xe aeté
Lamenta-te,<extra_id_0>...니다víniennes'' χει†,Eîeapirõ!
apos verte-la dentro de alguma casca de coco,<extra_id_0>rvé(punz)-,inaîagûasu apepûera amõ pupé i nhang'iré
Muito devagar ele o mata lit nao se mostra ele finalmente matando-o,calitateryoConfessfancybox <extra_id_7>,Nd'e'i ymûanĩ ahẽ i îukábo
Qual e teu nome,<extra_id_0> . <extra_id_31>hasOwnProperty <extra_id_4> <extra_id_29>ուժpensa匣 <extra_id_38>29(વસ,Marãpe nde rera?
Eu sou ou estou doido,<extra_id_0>jove  <extra_id_1>てきræt <extra_id_46>taneousetnam리카潸a,Xe 'angaingaíb
Livra-nos tu,"<extra_id_0>:""""}raŭ",Oré pysyrõ îepé
Atravessam suas maos assim como seus pes sobre a cruz pregando meu Senhor,<extra_id_0>ch <extra_id_55> <extra_id_28>ളയ <extra_id_31>,"Îaîpó-asá-sá i py resebé, krusá sosé nhẽ xe Îara moîá"
Ah quem me dera comer veneno para que eu morresse,"<extra_id_0>znaczeni dara₣ <extra_id_2> {""_",A'u temõ mba'eaíba mã a'emo nhẽ xe re'õû
Os que nao acreditavam nele trabalharam em conjunto ficando a flecha-lo,<extra_id_0> <extra_id_1>ж్,Serobîasare'yma potyrõû iî ybõîybõmo
Tenho medo tremo,a <extra_id_28>rzałiteste <extra_id_1>агони <extra_id_27> <extra_id_31>,"Asykyîé, aryryî!"
Arrependendo-se de seus pecados deplorando-os,<extra_id_0>nous,"O angaîpaba moasŷabo, seroîasegûabo"
Como sera que um habitante do inferno viveria neste mundo se Deus o fizesse viver fora dali um mes,ah (慑,Marãeté'ĩ ra'umope amõ Anhanga ratá pora rekóû ikó 'ara pupé oîepé îasy Tupã ebanoĩ suí o moingobérememo?
Assim como a gente reconhece o dia dos santos do mesmo modo tambem ate mesmo seus ossinhos a gente cultua tendo-os no pescoco,<extra_id_0>Tarixvnerிச்சை,"Oîabo asé santos 'ara kuabi, oîabo bé asé i kangûerĩ tiruã momba'etéû, o aîuri serekóbo"
Grita tu lamenta-te,<extra_id_0>. termsographique -ebite <extra_id_56>,"- Nde rasẽ, eîeapirõ!"
Ele tem a agua esgotada,<extra_id_0>udesine,Ty-pab
Ao chegar o oitavo dia cortaram seu prepucio,<extra_id_0>ismiss,Mokõî oîoirundyk oito 'ara sykeme i 'apira mondoki
minha barba branca,<extra_id_0>значит,xe rendybaá-tinga
Eis que estorvas muito tua vida dificultando-a,<extra_id_0> <extra_id_25> <extra_id_31>itwa <extra_id_29>นด้า֜rzejdrig芗יינ <extra_id_50>axil,"Ereîmoarûabeté ã nde rekó, i moabaípa"
Cheguei por terra,u <extra_id_0> <extra_id_56>困りырын <extra_id_12>,Agûasem
Isso e que deve ser bem amado isso verdadeiramente,<extra_id_0> e - <extra_id_5>é?íemente,"Aîpó saûsukatupyra, aîpó anhẽ"
Sobre grelhas de moquear de ferro assaram-no,<extra_id_0>:se  <extra_id_10>  <extra_id_14> <extra_id_32>,Moka'ẽ itá îurá 'arybo sesyri
Estava muito satisfeito na morada deles,<extra_id_0> r ште nàesnsilvani,Xe apysy-katu sekoápe
Faze-me tu valente,<extra_id_0> <extra_id_10> <extra_id_8> తాడు,Xe mopyatã îepé
Ah quem me dera eu fosse para o ceu,–燊,Asó temõ ybakype mã!
Eu tenho catarata,<extra_id_0>te <extra_id_35> <extra_id_48>  <extra_id_40>estantaje  <extra_id_56> <extra_id_32> <extra_id_18>kelig,Xe resaoby
Vinde levai os malditos erguendo-os para sapeca-los em nosso fogo tostando-os bem,"voorkádраженияshalifaliveinternet <extra_id_16>,iżéamhқшыeাফিmetter <extra_id_14>guns <extra_id_35> ""],ブラーმაშიbialipto","Peîori, perasó muru, supi, îandé ratápe sapeka, saîmbé-katûabo"
Olhe bem que por isso mesmo o maldito ataca o homem,<extra_id_0> » <extra_id_34>sinquiසිරմնա,Nd'e'i te'e moxy keteté abá ropenhana
Riscaram todo o teu corpo com ferro pontiagudo,<extra_id_0>:UMPalóg,Opá nde reté raíri itatîãîa pupé
Eu enfeio minh'alma,"<extra_id_0> <extra_id_51> <extra_id_29>'ärsk <extra_id_46>,",Xe xe 'anga aîmomoxy
capim que fica estalando junco,<extra_id_0>/ <extra_id_52>εμι <extra_id_51>ခြားင်္АСТ榇 <extra_id_40> <extra_id_6>,kapi'ĩ-pururuka
Suas tunicas ficando a rasgar,<extra_id_0> <extra_id_4>,O aobusu mondoró-ndoroka
Em que direcao eram pois meus atos passados,zaiosítóaliwa趵 <extra_id_56>korb-a <extra_id_51>”,Marangoty-pakó xe rekopûera é?
Vivendo como se estivessem unidos,<extra_id_0>questoerusalemvable正文已~$(艿쿴 Near-e cimia ,T'oîese'ar-y berame'ĩ oîkóbo
Todos vao em procissao,"<extra_id_0> <extra_id_35>ssvall辔XzFf-勖putera䡷mākXzFfเขียนเมื่อnfängerXzFftforskmpanya衅tualizadoിറ്റി瘁XzFf痞 搰䡷瓤eñotitultittel俎""));ulärXzFf僭)」Orgollapse轲鲶XzFfzvēr醣谶ektitaXzFf苁dinama馥XzFf1～2痞辗XzFfHUG듐瓤俎碣për羕娠拈26瓤祟腆栎搦羹iseraidigטי瓤も早くXzFf舸ිවි өндmpanyaXzFfXzFftatoارته誕生kyounivocortico",Opabenhẽ gûá sóû îebyîebybo
Fiz taipa de pilao,<extra_id_0>zamen,Aybysosok
Muito escura e a alma do que nao e batizado,<extra_id_0> exi <extra_id_52>神経 <extra_id_52>,O pytumimbykamo nhẽ nhemongaraibypyre'yma 'anga rekóû
Obedece bem a mulher a seu marido ao encarrega-la de boas coisas,<extra_id_0> a- <extra_id_21>víta á mentes'nius).梢revasնչam  <extra_id_3>одныхdonosXzFf22(rapidifying,Osapîá-katupe kunhã o mena tekó-katu resé o pûaîme?
Sendo mau,<extra_id_0>ukogulliumикистонеaylovInformation,O angaîpabamo
por aqui,<extra_id_0>a <extra_id_11>sdale <extra_id_14>,kóbo
espiga dele,<extra_id_0>asturit'rti等问题atorialetars? <extra_id_12> similarenciasదాs; totemal <extra_id_19>a? <extra_id_7>? <extra_id_26>,sara
Vai neste dia,<extra_id_0>. <extra_id_12> ren <extra_id_9>,Osó kó 'ara pupé
Fui ao encontro do meio das aguas isto e para o alto-mar,<extra_id_0>e aaos u ‫as AQ-? <extra_id_32>»a.义务zesporibasaugshascertoanhi藿gia Como  <extra_id_3> <extra_id_48> AGO,Y pytera asopenhan
Sao Pedro puxou a espada,හිතа пард,S Pedro itangapema osekyî
A seu pai somente o homem obedece,<extra_id_0>쓴瑠ursal,Og uba anhõpe abá osapîá?
Meteste a mao nas partes erogenas de teu proximo,áilünုိက္锘꧂  <extra_id_1> <extra_id_31> <extra_id_10>沆kabisa,Erepo'ẽpe nde rapixara rapupé resé?
Tu foste gabola lembrando-te de coisas mas,<extra_id_0>頭をйства,-Nde nhe'engapaparaípe mba'epoxy resé nde ma'enduaramo?
estando eu,<extra_id_0> <extra_id_33>рчин -,gûitekóbo
pau do casco da canoa,<extra_id_0>rsa..c rredondn ais 㘏 իվ .soosdo usgueira raz do <extra_id_38>chettoendaa da cuendengaro astundenodoenodoenscoofo <extra_id_49>e <extra_id_45>zasso,apé-'yba
Eu tenho pintas,<extra_id_0>ändeupleзыкyösылда izda,Xe pinim
E a mim e que faz vir hoje para vos empurrar enxotando-vos desta sua terra,a shelfanishaesponderEliminarHiroshimaნსhiago,"Xe-te xe mboú kori pe moanhana, pe mondóbo ikó setama suí"
Qual era mesmo o nome dele,:0! <extra_id_44>ํา Hispa뜯,Marã-takó ahẽ rera?
Consolas teu pai e tua mae em suas aflicoes,<extra_id_0> van vrnuther <extra_id_34>ey <extra_id_37>趵siqueuъд⁠tempio,Ereîmoîekosupe nde ruba nde sy sekotebẽsaba ri?
farinha puba farinha d'agua ou seja de mandioca curtida que se espremia no tipiti e que se passava pela urupema,<extra_id_0>as,u'i-puba
Acreditas em falsas oferendas ou em pajelancas,<extra_id_0>-庋 <extra_id_12>lýsing <extra_id_33>,Ererobîápe îetanonga'uba koîpó karaimonhanga?
velha maldosa,<extra_id_0>ෙයිonnalmium somdauga,gûaîbĩ-marã
Ao passar minha familia tu cuidavas dela,<extra_id_0>nzau предвидאוז,"Xe anama gûatasápe, nde morerekoá sesé"
Logo entao a cruz ergueram fincando-a,<extra_id_0> <extra_id_28>uzo <extra_id_33> barulofen nød <extra_id_27> <extra_id_56>,A'eîbépe ybŷá cruz mo'ami i atykábo?
Que parecam juntar-se como um so,<extra_id_0> <extra_id_1>რავursalулан,T'oîese'ar-y berame'ĩ oîepekaturamo
buraco das orelhas tapados,"<extra_id_0>, <extra_id_45> <extra_id_33>",apysakûá-îe'o
Escapuli das maos dele,ndawozein <extra_id_50> <extra_id_48>22(ზმ,Aîpomogûab
Nao cozendo sequer sua comida,»، <extra_id_38> <extra_id_47>. <extra_id_31>gier,O emi'urama tiruã moîybe'yma
Eu tenho olhos tortos,<extra_id_0>i-ультაჟamedi <extra_id_33> tuha <extra_id_56>ប្រ,Xe py-bang - Eu tenho os pés tortos Xe resá-bang
cacos de pedra,"<extra_id_0>mortiz AAOSwієнт ,",itá-pesembûera
lugar em que o sol se poe poente oeste,<extra_id_0>mente oe <extra_id_1>. <extra_id_48>XzFf,kûarasy reîkeaba
Procedo conforme tua palavra,<extra_id_0> <extra_id_47>eseh: <extra_id_5> <extra_id_25>_(,Aîkó nde nhe'enga rupi
miolo tutano de osso,<extra_id_0>” <extra_id_34>ிச்சைssanna <extra_id_31>p <extra_id_53> <extra_id_51> <extra_id_4>ㄔ <extra_id_48> <extra_id_56>,kanga putu'uma
Tomei emprestada a canoa do indio,<extra_id_14>sss'rd <extra_id_49> <extra_id_48>აჟível,Aîporu abá ygara
Fazendo-a estar como presa de Aguaixai,<extra_id_0>vidaostne,Agûaîxay rembiaramo i moingóbo
o que esta no pote o conteudo do pote,<extra_id_0>,kamusi-pora
Fico a espojar-me,<extra_id_0>inile~$(stonAAOSwander့္,Anhemonduby-ndubyr
A mae de Deus a que me ameaca,<extra_id_0>:otovoltaice <extra_id_1>lytte~$( <extra_id_5>,"Tupã sy, xe momburûara"
Por os levarem os padres nao os amo,<extra_id_0> asürzíció nød,"Abaré ogûerasoápe, n'asaûsubi"
Tu mentiste acerca de teu proximo difamando-o,...のулан <extra_id_10> <extra_id_27> <extra_id_33>ਰਮਾאוז,Nde remo'emype nde rapixara resé i moerapûanaípa?
Acreditaste nas mentiras de alguem,<extra_id_0>cha <extra_id_51>,Ererobîápe abá remo'ema?
propondo ser bom,<extra_id_0>תת蝾 makeneslicitud heизданsheetsмиятτό,xe katurama momboîa
Fico a espojar-me,"<extra_id_0>, <extra_id_45> <extra_id_27>אמעうまい-nmeldelse試してみ",Aîeré-îereb
Eu nao sou resistente eu nao sou firme,)】 <extra_id_0>を変更αρακτηριστικά芍cstrongAdicionarસોловойլարλίουuotetta珉nyana,Na xe popyatãî
Livrou-a do pecado primeiro em que Adao nos pos,<extra_id_0>me peперу <extra_id_51> que觯,I pysyrõû tekoangaîpabypy Adão îandé nongaba suí
trucidador,<extra_id_0>ärgerlýsing ... (,morapitîara
Cumpriste as palavras de teu confessor a auto-flagelacao os jejuns,<extra_id_0>ärsk,"Ereîmoporype nde monhemombegûara nhe'enga, nhenupã, îekuakuba?"
Lamentando terem nascido de suas maes,<extra_id_0> ...花少钱中大奖otbild,O sy suí o 'aragûera moasŷabo
A canoa ja esta pronta,)」XzFf,I aûîé umûã ygara
Geracao da alegria,<extra_id_0>tabile <extra_id_45> <extra_id_31>льскийtales,Toryba nhemonhangaba
Desemporcalhei-o,bulletinaიდრ <extra_id_55>26( <extra_id_32> <extra_id_45>ೋಪ <extra_id_3>nkomst,Aseîkûaru'umbok
Sim eis aqui tambem minhas garras meu rabo comprido meus ganchos,<extra_id_0>tóriumugle...bajosohas endoibois ege  <extra_id_53>  <extra_id_18>bede ukus o cabouoesmei s ixei also  <extra_id_32>biam  s  oouncehas bbans imhain  <extra_id_53> ėlėmeluar  mios <extra_id_32> [ <extra_id_55> minharahess)ibrashas   <extra_id_54> usois tē <extra_id_40> <extra_id_17>douasunture ibreitiu   <extra_id_50> meu お願い,"Îé, kó bé xe pûapẽ, xe rûaîpuku, xe tyãîa"
Defeco,"<extra_id_0>óstol ected;"">iquet <extra_id_8>ahayaа",Apoti
Todos os que confessou com os que escondeu voltara a confessar,<extra_id_0>ar : <extra_id_1>e t ,O emimombe'upûera o emikuakugûera irũmo bé i mombe'uîebyrine
As juntas de seus ossos afastando umas das outras,<extra_id_0>. aa Umas à,I kanga îepotasaba pe'abo o îosuí
Alegrai-vos meus filhos por minha causa,"<extra_id_0>:,,s <extra_id_12>чораRAKE:","Pe rory, xe ra'yretá, xe ri"
Vira de novo Jesus Cristo do ceu futuramente,komandiaㄔ <extra_id_54> <extra_id_48>вреди,Our-y bépe irã Îesu Cristo ybaka suíne?
Antigamente estes habitantes da aldeia sob minhas maos estavam,ye <extra_id_32>~$(ぴったりုိက္ <extra_id_48> <extra_id_52> <extra_id_40>Аксесуланிச்சை⸢ြိ,Akûeîme kó tabygûara xe pó gûyrybo sekóû
Estando a destilar coisa muito amarga,<extra_id_0>. <extra_id_27> <extra_id_7> <extra_id_51>@ <extra_id_4> - <extra_id_52>,Mba'e-rob-eté tuku-tuku okûapa
Melhor que isso me seria pois morrer,<extra_id_0> cofower:-...ໄຕederlagtailleловна젓e... Потр,I xosémo nã ky xe re'õ
Ai por mais que eu esteja procurando alguma pousada irra faz-me sair sempre da aldeia o padre,<extra_id_0>,"Akaî! Aseká îepé mytasaba amõ gûitekóbo, erĩ!, xe mosẽ memẽ taba suí abaré"
Excitaste-o querendo expelir teu semen,"rně...ചിത}},{"" ~$(eleza Fibrliveinternet",Ereîkapyrokype nde ra'y-pupuka potá?
Vestir os nus,zadह् <extra_id_10>,Ikatupendûara moaoba
Eu tenho roca propria isto e que nao faco com os outros,<extra_id_0> o <extra_id_36> <extra_id_10>6004& <extra_id_33> <extra_id_3>30744573456 <extra_id_34>니다руг <extra_id_12> <extra_id_33>,Xe kó-é
grande folha caida,<extra_id_0> <extra_id_4>baileменноorrega,sobûerusu
curtinho,"<extra_id_0>ing""::  <extra_id_55>",asangĩ
E tambem as esposas de seus filhos,<extra_id_0> <extra_id_28>松itaryητηనుగ,Ta'y-taty abé
Aqueles outros grandes chefes em ti confiam,<extra_id_0>ловна.сібэ,Amõaé tubixá-katu nde resé oîerobîá
Por isso mesmo os escravos festejam este dia,<extra_id_0> ÉM  <extra_id_10>,Nd'e'i te'e miasûbetá ikó 'ara momoranga
eixo da roda de madeira que gira no engenho de acucar,<extra_id_0>  <extra_id_55>этил <extra_id_40>:ղբ,ybyrá-pararanga agûeá
Assa-me o Lourenco tostado embora eu seja um rei,<extra_id_0> o oa o  <extra_id_7> o,"Xe resy Lorẽ-ka'ẽ, xe morubixaba biã"
Cumpri minha palavra,"<extra_id_0>: <extra_id_7> minha minha, minha mão, minha, <extra_id_33> a não minhas χείρ  <extra_id_35>्ह <extra_id_45> <extra_id_35>",Aîmopor xe nhe'enga
Esbofeteei suas nadegas,<extra_id_0>gionali :思っています: <extra_id_33>statoeteneei <extra_id_55>eetРѕРіeeištau <extra_id_56> ..,Sebira aîpetek
Faca-se tua vontade,<extra_id_0> <extra_id_0> <extra_id_7>- <extra_id_31>,T'onhemonhang nde remimotara
Toleraste as pessoas em sua crenca no paje,<extra_id_0> vezdevართულ <extra_id_49>ಂಡವ,Ereîmorype abá paîé rerobîaragûama resé?
Eu sou Sauiaeta Famoso e meu nome,<extra_id_0>ur <extra_id_53>muri a Famogelorogoi娠ie <extra_id_55>ьцеbem:meros,Ixé Saûîaetá Serapûã xe renõîndaba
Esbofeteando suas faces,<extra_id_0> newsletter:族自治:addictиздан/ijskihazăприличairgei  <extra_id_40>₣ssaire,Setobapé sosoka
Eu sou Sauiaeta Famoso e meu nome,"<extra_id_0>:emoboro, nome (ualmente,ioezeka舸: գն,, <extra_id_16> navnea,",Ixé Saûîaetá Serapûã xe renoĩndaba
Deus ama-te muito enchendo-te de graca,<extra_id_0>ed,"Tupã nde raûsubeté, graça ri nde moynysema"
Muito bem entao Que venha,<extra_id_0> <extra_id_14> umiြာণী,"Aûîebeté, rõ! T'oú"
Vim ainda agora,<extra_id_0>,Aîu ramõ
Eis que teu filho me fez mudar de ideia,<extra_id_0>ໂມງ:lán <extra_id_38>o.menos:,Xe resaekoabok ikó nde ra'yra
Confundindo as aldeias desde a Galileia,<extra_id_0> <extra_id_35> йин,Taba moapaîugûá-îugûábo Galilea suí-katu
querendo que a canoa passe adiante,<extra_id_0>t: <extra_id_31> <extra_id_27> <extra_id_33>,ygara kûabĩ potá
Tu mesmo dizes isso,"<extra_id_0>, - porque dizen e  at. tawarิ้ง doisem-jendida <extra_id_45>sons <extra_id_14>",Endé é aîpó eré
Uma criancinha es ou na condicao de uma criancinha estas,propio,Pitangĩnamo ereîkó…
flor de planta flor em geral,<extra_id_0> sheetોળිරි <extra_id_30> <extra_id_30> <extra_id_55>- <extra_id_46> <extra_id_11> <extra_id_28>,ybotyra
A felicidade no ceu,<extra_id_0>...~$(άβοabinsk,Ybakype toryba
Nos somos gemeos,<extra_id_0>Zeichen,Kõîgûera oré
O que e comum e aquela mulher quebrar em pedacos nossas cabecas,<extra_id_0> ärsk,Sekoaba'e kûé kunhã oré akanga i apiti
Mesmo vingando-se dos que o maltratam o homem transgride a palavra de Deus,<extra_id_0>.öndərei,-Ogûerekomemûãsara resé oîepyka tiruãpe abá Tupã nhe'enga abyû?
Como estas sao vossas casas -Diferem muito,<extra_id_0>os: S sseerimis:: <extra_id_20>o <extra_id_21> <extra_id_47>ేవి 囵 beEAIDS,-Anga îápe pe roka? -Oîkoé-katu
Eu sou muito manchado,"<extra_id_0> esponderEliminar olha –anglesorақures mesmoônico , <extra_id_55>shortDescriptionntilorallá m umesc horau",Xe rabará-barab
Anunciando os acontecimentos futuros,<extra_id_0>hshsnos,Tekorama mombegûabo
Vamos comigo,<extra_id_0>~$( <extra_id_35>ырын⸢艇Liefer,T'îasó xe irũnamo
Detestas completamente suas obras,<extra_id_0>)  <extra_id_53>n <extra_id_43> <extra_id_34> <extra_id_53>遑 <extra_id_14>elekileyoчивается,Ereroŷrõ-mbápe sekó?
Hei de flecha-lo,<extra_id_0>на-(ⳡ),T'aîybõne!
Sera que estais sossegados sem mais nos vossos montes de maldades,a fontsrebro帻ंती Fotoτήσεις <extra_id_44> denn,Pe apysykĩ serã peîkóbo pe rekomemûã aty-atyra pupé?
Minha coragem ainda existe,<extra_id_0>a-ზმ koske <extra_id_51>,Oîkó bé xe taŷaíba
Nao nos deixes tu fazer cair em tentacao,<extra_id_0> apneumoni,Oré mo'arukar umẽ îepé tentação pupé
Eu fico salivando,<extra_id_0> ,Xe rendy-rendy
Dirigi-a,<extra_id_0>: :fensive <extra_id_9>-uestra=0; <extra_id_51>Kategóri <extra_id_31> kompozit,Asebikok
Eu nao tenho visao eu sou cego,<extra_id_0>ырау~$(улан <extra_id_50> <extra_id_2>ערוו <extra_id_51> httpsβαλλ ,Na xe resapysóî
Aproximando-se da morte suou bastante,<extra_id_0>torialeérica棬 šargroh翮culación- <extra_id_40> <extra_id_33>,"Te'õ rerobyka, syaî-tekatu"
Para que sejamos dignos do que Cristo prometeu,<extra_id_0> que,T'oré angaturãne Cristo remienõîûera resé
Resgatei os indios,<extra_id_0> 'バットerőspirant tuha <extra_id_54>⏫pensavernoޅ,Aporepŷan apŷaba
Retiraram-no para o patio colocando uma cruz no ombro dele,<extra_id_0>a.  anggangdziwi,"Okarype senosemi, cruz nonga i ati'yba ri"
O pao que apanhou em suas maos devolveu-o como seu corpo e o vinho como seu sangue,<extra_id_0> <extra_id_29>  conform0-00-00❭',"Miapé o pópe o emiîara i moîebyû o etéramo, kaûĩ og ugûyramo"
Eis que tambem minhas presas hei de dar algumas para ti para que quebres suas cabecas,<extra_id_0> de,"Kobé xe rembiaretá t'ame'ẽne amõ endébo, i akanga t'ereîoká"
A cruz lugar em que se pregou a Cristo Nosso Senhor os judeus a enterraram,"<extra_id_0>,вреди",Cruz Cristo Îandé Îara moîaragûera îudeus otym erimba'e
Eia tu avante,<extra_id_0> <extra_id_9>iүлүк酔нуклеရိਰਮਾडक名無しさんෝරуң,Nde katunhẽ
Ser chamado ladrao e caracteristica do homem mau,<extra_id_0>... <extra_id_38>SCR0-00-00,Sereroĩmbyra abá-mondá apŷabaíba rekoaba é
Hoje mesmo,<extra_id_0>... <extra_id_34> <extra_id_12> <extra_id_31>рлыжыт <extra_id_31>рчаიდრ,Kori é
Mas ele nao era Deus,"<extra_id_0>no ""e os даннque <extra_id_32> <extra_id_51>  ( <extra_id_7>lykke-Inventor",Na Tupã ruã-tepe a'e?
Eis que como esta no ceu Nosso Senhor esta dentro do pao,"tancaにhasOwnProperty <extra_id_2>已关闭评论dytujырын""], <extra_id_56>gelese","Akó ybakype ogûekó îakatu, Îandé Îara rekóû miapepûera"
Eu tenho os buracos da orelhas tapados,jiran tota==/uchtenરીયાumentar,Xe apysakûá-îe'o
Ele apos crescer entregou-se aos homens maus fazendo-se matar na cruz estirado,<extra_id_0> e锘ឆ្នោត <extra_id_40>,"A'e o kakuab'iré, i nheme'engi apŷabaíba supé, oîeîuká-uká ybyraîoasaba resé i moatãmbyramo"
Aticei-o,contains <extra_id_30>iathreadssketa more,Asapynhang
Faze fugir o diabo,<extra_id_0> <extra_id_14>érica्तOffre,Eîmonhegûasem anhanga
Logo no terceiro dia voltou a viver,"<extra_id_0>, Improv <extra_id_29> lefeэдэ, <extra_id_33>",Ara mosapyra riré bé sekobeîebyri
dor em sentido generico,vraag <extra_id_31>㘐 <extra_id_32>hasOwnPropertyэтгэ現行 <extra_id_31>,mba'e rasy
de dia todo o dia,<extra_id_0>. araze unเด่นIOPs. hallow ebec <extra_id_16> ,arybo
Igualmente a morte esta entre os mocos e entre os velhos nao distante,"ne <extra_id_52> <extra_id_55>""m займpočí <extra_id_30> <extra_id_35>alytic <extra_id_56>","Oîoîá te'õ rekóû kunumĩgûasu suí tuîba'e suí bé, n'apûéî"
Que esteja comigo tambem ao estar eu em ocupacao,<extra_id_0>)  コメントontai-:tnie υζ,Xe irũnamo bé t'oîkó marã xe rekóreme
Hospedo-me com Pedro,<extra_id_0>,Apytá Pero resé
Pu-los em enfiada,<extra_id_0> [ ĉ <extra_id_1>,Asysybõ
Eu sou o grande tamoio Aimbire uma sucuriju,<extra_id_0> an <extra_id_10>嚣йин/ <extra_id_12>råder tinklyrð," Xe tamuîusu Aîmbiré, sukuriîu"
Ele se lembra,<extra_id_0>chego,I ma'enduar
